AppTimestamp(s),SensorTimestamp(s),Acc_X,Acc_Y,Acc_Z,Label,Latitude,Longitude
5.474,2735688.658,-0.01167,-0.32483,9.88206,9,4.8,6
5.494,2735688.677,-0.02124,-0.32722,9.87488,9,4.8,6
5.512,2735688.696,-0.01406,-0.31525,9.88206,9,4.8,6
5.527,2735688.715,-0.01406,-0.32722,9.87009,9,4.8,6
5.551,2735688.734,-0.01884,-0.32004,9.88445,9,4.8,6
5.568,2735688.753,-0.01167,-0.32004,9.87488,9,4.8,6
5.588,2735688.772,-0.01167,-0.31525,9.88206,9,4.8,6
5.604,2735688.791,-0.01884,-0.30808,9.88445,9,4.8,6
5.622,2735688.81,-0.01645,-0.31286,9.87009,9,4.8,6
5.662,2735688.829,-0.00449,-0.32722,9.87727,9,4.8,6
5.663,2735688.848,-0.00927,-0.32004,9.87488,9,4.8,6
5.679,2735688.867,-0.01884,-0.32961,9.88206,9,4.8,6
5.698,2735688.886,-0.00927,-0.31286,9.87727,9,4.8,6
5.717,2735688.905,-0.01406,-0.31765,9.87727,9,4.8,6
5.736,2735688.924,-0.01167,-0.32243,9.88206,9,4.8,6
5.755,2735688.943,-0.00688,-0.32243,9.87967,9,4.8,6
5.78,2735688.962,-0.01167,-0.32483,9.89402,9,4.8,6
5.793,2735688.981,-0.01406,-0.332,9.88445,9,4.8,6
5.814,2735689.0,-0.02363,-0.32961,9.87488,9,4.8,6
5.836,2735689.019,-0.01884,-0.332,9.88206,9,4.8,6
5.854,2735689.038,-0.01645,-0.332,9.87488,9,4.8,6
5.871,2735689.057,-0.01645,-0.31765,9.88206,9,4.8,6
5.892,2735689.076,-0.00927,-0.32004,9.87727,9,4.8,6
5.909,2735689.095,-0.02124,-0.32483,9.87967,9,4.8,6
5.927,2735689.114,-0.01884,-0.32243,9.87727,9,4.8,6
5.946,2735689.133,-0.01645,-0.31047,9.86531,9,4.8,6
5.969,2735689.152,-0.02124,-0.32722,9.87249,9,4.8,6
5.984,2735689.171,-0.01167,-0.32243,9.88206,9,4.8,6
6.005,2735689.19,-0.01645,-0.32243,9.8677,9,4.8,6
6.022,2735689.21,-0.01167,-0.32243,9.87967,9,4.8,6
6.04,2735689.229,-0.00449,-0.31286,9.88206,9,4.8,6
6.06,2735689.248,-0.00927,-0.32243,9.88445,9,4.8,6
6.08,2735689.267,-0.01406,-0.3344,9.87488,9,4.8,6
6.098,2735689.286,-0.00688,-0.32004,9.87249,9,4.8,6
6.117,2735689.305,-0.02363,-0.32243,9.88684,9,4.8,6
6.137,2735689.324,-0.01167,-0.31047,9.87727,9,4.8,6
6.156,2735689.343,-0.01167,-0.32004,9.87249,9,4.8,6
6.179,2735689.362,-0.00927,-0.31525,9.87727,9,4.8,6
